test
Iter,alpha,theta,kappa,log(sigma_z),log(lambda),mu_x,log(sigma_x),log(mu_z)
9618,0.105773985,0.040402524,-0.02720328,-2.348998,-4.295641,-3.7717996,0.719239,1.1027706
9619,0.10564201,0.040452782,-0.027161634,-2.3521063,-4.2871833,-3.7685869,0.72540545,1.0881916
9620,0.105772056,0.040361334,-0.027136162,-2.3687665,-4.28962,-3.7656677,0.72315073,1.0740672
9621,0.10575033,0.040295865,-0.027336055,-2.3759737,-4.287114,-3.7653785,0.7194352,1.0730634
9622,0.10572652,0.040368807,-0.02745446,-2.3956606,-4.271355,-3.7792356,0.713373,1.0707939
9623,0.10564533,0.04032956,-0.027545724,-2.3852065,-4.277292,-3.7633433,0.7083786,1.0832895
9624,0.10571288,0.040341653,-0.027599195,-2.3807359,-4.2770414,-3.766792,0.7093505,1.080754
9625,0.10572075,0.04019083,-0.027633535,-2.3921287,-4.27063,-3.7759535,0.70064336,1.0809531
9626,0.10553091,0.040040005,-0.02757148,-2.3993788,-4.2711973,-3.7566168,0.69206303,1.08363
9627,0.10560395,0.04003581,-0.027627906,-2.4060442,-4.273278,-3.7565136,0.69108576,1.0623093
9628,0.105621174,0.039993294,-0.02766834,-2.4122815,-4.2765374,-3.7578444,0.6930289,1.0714111
9629,0.10564045,0.039962,-0.027825177,-2.412954,-4.282383,-3.7529862,0.7012462,1.0638534
9630,0.105761565,0.040103745,-0.027791837,-2.3872132,-4.2722507,-3.7506852,0.7131928,1.0786767
9631,0.10572435,0.04005174,-0.027904898,-2.3846369,-4.2899017,-3.7428584,0.70752025,1.0725758
9632,0.105604656,0.040161084,-0.027769227,-2.380281,-4.2766337,-3.7410216,0.71307087,1.0709544
9633,0.10554931,0.04016218,-0.027621508,-2.368678,-4.2757964,-3.731626,0.70003754,1.069217
9634,0.10547317,0.04017589,-0.027630655,-2.3715446,-4.275773,-3.7195616,0.69596237,1.0661727
9635,0.10519412,0.04013293,-0.027719332,-2.383424,-4.282603,-3.7221003,0.69992745,1.0581331
9636,0.10515159,0.039919946,-0.02766924,-2.378236,-4.2678065,-3.709978,0.70420766,1.0465344
9637,0.1050391,0.0400116,-0.027655648,-2.395157,-4.2748146,-3.6992164,0.7038623,1.0416853
9638,0.10510654,0.039861668,-0.027789263,-2.3685818,-4.259011,-3.6983469,0.69583553,1.051337
9639,0.10499257,0.039694928,-0.02776893,-2.379606,-4.2736983,-3.695971,0.70009613,1.059523
9640,0.10495006,0.039640363,-0.027591446,-2.3733988,-4.270992,-3.6995277,0.6983802,1.0822822
9641,0.104782626,0.03974994,-0.027669111,-2.371331,-4.2662907,-3.689375,0.7103922,1.0664725
9642,0.10480772,0.039795775,-0.027681354,-2.3574157,-4.28094,-3.6807106,0.6928253,1.0736051
9643,0.10475033,0.039843597,-0.027598469,-2.347003,-4.2788973,-3.6824682,0.689078,1.0658224
9644,0.104762696,0.039966084,-0.027608488,-2.340579,-4.28933,-3.6831093,0.6839661,1.0686823
9645,0.10467844,0.04004132,-0.027667189,-2.3248951,-4.2908316,-3.6925664,0.67065173,1.0955601
9646,0.10456654,0.04020615,-0.027799271,-2.329194,-4.290838,-3.6902199,0.68555427,1.1000904
9647,0.104417615,0.040127654,-0.027773427,-2.344748,-4.3006115,-3.6824434,0.6844173,1.1005965
9648,0.10451287,0.040112384,-0.027763836,-2.3435676,-4.3037724,-3.6928487,0.6873995,1.1055646
9649,0.10453711,0.03995366,-0.027660927,-2.3453698,-4.3109317,-3.6820192,0.6867389,1.1008062
9650,0.10450002,0.040070366,-0.027639773,-2.3494637,-4.3037186,-3.6770635,0.68242466,1.0951425
9651,0.10450966,0.040121567,-0.027629167,-2.3515747,-4.300995,-3.672768,0.6942063,1.0983319
9652,0.104496464,0.040155582,-0.027668271,-2.3501842,-4.294736,-3.668663,0.6904003,1.1084718
9653,0.104620844,0.040069,-0.027604273,-2.36759,-4.2960067,-3.6447442,0.6950186,1.1032608
9654,0.10467905,0.040179387,-0.027542174,-2.3648665,-4.296111,-3.634793,0.6982017,1.1115323
9655,0.104653895,0.040142346,-0.02752835,-2.3625488,-4.308858,-3.6302693,0.7044117,1.1065074
9656,0.104506284,0.04022501,-0.02759465,-2.3665287,-4.3079615,-3.6324754,0.72006094,1.0929278
9657,0.104496695,0.04022306,-0.0274914,-2.3626096,-4.320226,-3.611338,0.71358514,1.0873921
9658,0.10447652,0.040262114,-0.027428845,-2.3595207,-4.3167267,-3.6372116,0.7182752,1.0915729
9659,0.1045562,0.040291995,-0.027296226,-2.3675804,-4.3331842,-3.630692,0.720415,1.0924076
9660,0.10456457,0.04043759,-0.02738159,-2.3678296,-4.330078,-3.6401424,0.7057113,1.0927627
9661,0.104712315,0.040541258,-0.027472096,-2.3541183,-4.3279138,-3.6569822,0.7075914,1.0855455
9662,0.104651436,0.040594667,-0.027256167,-2.3709855,-4.3186793,-3.6490965,0.70308316,1.087912
9663,0.10452648,0.04048072,-0.027111478,-2.361064,-4.3089004,-3.6454048,0.701056,1.0700264
9664,0.10450092,0.040387973,-0.027095096,-2.35439,-4.311336,-3.651951,0.7187071,1.0596409
9665,0.10444333,0.0405482,-0.027053913,-2.3448417,-4.310482,-3.6422455,0.7410915,1.0554681
9666,0.10453597,0.040397637,-0.027009744,-2.3364837,-4.3141613,-3.6311574,0.741342,1.0538763
9667,0.1045822,0.040372275,-0.027048301,-2.319059,-4.304262,-3.6277819,0.7210013,1.0539714
9668,0.10475969,0.040182937,-0.027147302,-2.3216605,-4.310167,-3.6308079,0.7099321,1.0654721
9669,0.10495502,0.040168285,-0.02712544,-2.3193288,-4.2978644,-3.622328,0.70656455,1.0515501
9670,0.10505897,0.040194403,-0.027046233,-2.3270292,-4.303255,-3.6296265,0.71130586,1.0493492
9671,0.10517335,0.04021536,-0.026985938,-2.329931,-4.280919,-3.6228876,0.7159456,1.0415804
9672,0.10521279,0.04028483,-0.027130734,-2.3377542,-4.2733173,-3.6262755,0.70307064,1.0498344
9673,0.10520769,0.04025329,-0.027169632,-2.3360202,-4.2746735,-3.595624,0.6881624,1.0485449
9674,0.105316184,0.040169284,-0.027062695,-2.3204515,-4.280351,-3.586879,0.69751483,1.0581291
9675,0.10535232,0.0401367,-0.027189298,-2.303361,-4.2646623,-3.577929,0.6866275,1.048242
9676,0.10542426,0.040090036,-0.027234267,-2.3043382,-4.2402506,-3.5929492,0.68745637,1.0529889
9677,0.105283126,0.040165972,-0.027246684,-2.3114932,-4.2523313,-3.5806556,0.7010843,1.0496227
9678,0.10518466,0.04011993,-0.027210034,-2.3024523,-4.246404,-3.5877852,0.6787006,1.0405327
9679,0.105361134,0.040006783,-0.02721913,-2.2974439,-4.2255864,-3.5984483,0.6811256,1.0290922
9680,0.10528216,0.039956354,-0.027236799,-2.2933276,-4.235197,-3.6114392,0.68838906,1.0288551
9681,0.105115764,0.039904904,-0.027249062,-2.2891695,-4.2419906,-3.620334,0.68335706,1.0253488
9682,0.1050972,0.039816532,-0.027134666,-2.3027403,-4.237071,-3.6168473,0.68477994,1.042029
9683,0.10504045,0.039914068,-0.02719962,-2.2869647,-4.2373595,-3.6243916,0.6725536,1.066029
9684,0.1050582,0.039855793,-0.027364297,-2.2771697,-4.2400417,-3.6350543,0.6698815,1.0738302
9685,0.10518141,0.039877973,-0.027267022,-2.2919931,-4.2630696,-3.65172,0.66956395,1.0620216
9686,0.10529821,0.039712228,-0.027243031,-2.2956145,-4.2625318,-3.6642385,0.662103,1.0640869
9687,0.10531808,0.039735768,-0.027333913,-2.2877803,-4.2682176,-3.681317,0.6603792,1.0685219
9688,0.10525708,0.03960362,-0.027366031,-2.2812185,-4.260224,-3.695396,0.6675911,1.0716009
9689,0.105183996,0.03959004,-0.027341478,-2.280504,-4.2449145,-3.6896706,0.66332215,1.0557666
9690,0.105346724,0.03945655,-0.027424373,-2.2761297,-4.228681,-3.670015,0.6562082,1.0597532
9691,0.10545007,0.039509308,-0.02742842,-2.2932377,-4.221761,-3.6723099,0.6619907,1.0709234
9692,0.105471335,0.0395459,-0.027543131,-2.285627,-4.2334876,-3.6742136,0.67682207,1.0736082
9693,0.10547783,0.039562766,-0.027415598,-2.2736692,-4.241328,-3.686766,0.67587364,1.0824038
9694,0.105613515,0.039554395,-0.027445817,-2.271353,-4.2304482,-3.6868138,0.67440987,1.0867075
9695,0.105490275,0.039683644,-0.027442697,-2.26736,-4.2304316,-3.6920867,0.66136557,1.0946631
9696,0.105423324,0.039948042,-0.027294192,-2.277113,-4.2475796,-3.700954,0.6614629,1.1002394
9697,0.10536051,0.039731495,-0.02740281,-2.278054,-4.234579,-3.687391,0.6725324,1.0800927
9698,0.105317645,0.03962349,-0.027320398,-2.2827492,-4.2397137,-3.6813955,0.68021905,1.0713434
9699,0.10527961,0.039658744,-0.02705517,-2.290392,-4.2436175,-3.666904,0.70212597,1.0836072
9700,0.10525472,0.039695658,-0.027191743,-2.2900386,-4.2487893,-3.665049,0.70284975,1.0835501
9701,0.10539255,0.03969855,-0.0271529,-2.2925696,-4.2501674,-3.6580448,0.6914865,1.0714948
9702,0.10536224,0.0396623,-0.02732163,-2.28273,-4.2609835,-3.6404457,0.70968634,1.0698488
9703,0.105438344,0.03964373,-0.027309565,-2.2804565,-4.2521715,-3.6453583,0.69904053,1.0776329
9704,0.105368905,0.03963097,-0.02722744,-2.2737534,-4.2555394,-3.6477838,0.71056575,1.0810355
9705,0.10548368,0.039630067,-0.027185254,-2.2585685,-4.2565885,-3.6358423,0.70340437,1.0820553
9706,0.10565423,0.03966468,-0.027129712,-2.2677722,-4.271607,-3.6559796,0.7084911,1.0902028
9707,0.10558193,0.03971096,-0.027135242,-2.2694354,-4.2571416,-3.6348917,0.7104324,1.0772241
9708,0.10562715,0.039805986,-0.027226835,-2.2768414,-4.247641,-3.6335678,0.72310084,1.0723951
9709,0.10562174,0.039901827,-0.027344933,-2.25271,-4.246303,-3.6366336,0.71554184,1.07226
9710,0.10580895,0.039759573,-0.027275063,-2.2479537,-4.229691,-3.6329043,0.70629865,1.059718
9711,0.1058318,0.03977414,-0.027261138,-2.2549725,-4.2322674,-3.620407,0.717787,1.0664656
9712,0.10574121,0.03980303,-0.027365198,-2.2424264,-4.2305107,-3.6148157,0.724898,1.063086
9713,0.10575231,0.039745867,-0.027303658,-2.2443988,-4.2273116,-3.6145346,0.6992893,1.0467254
9714,0.105683625,0.039841395,-0.02737387,-2.235662,-4.219999,-3.6052167,0.69649756,1.0684491
9715,0.1056443,0.039696194,-0.027288204,-2.2405465,-4.208701,-3.6012459,0.6865867,1.0560006
9716,0.10566146,0.039724212,-0.027253278,-2.2657392,-4.2040415,-3.5966098,0.697433,1.0672413
9717,0.105594195,0.039735474,-0.027203402,-2.2789936,-4.1921864,-3.6057873,0.7075423,1.0716145
9718,0.10551681,0.03974164,-0.027202554,-2.264934,-4.1790795,-3.6121767,0.7165406,1.0769048
9719,0.105594255,0.039832525,-0.027347269,-2.2676582,-4.1583385,-3.5955396,0.7064298,1.0743127
9720,0.10575264,0.03979082,-0.027412582,-2.249448,-4.1671047,-3.588263,0.6988267,1.0732291
9721,0.10574523,0.039746705,-0.027603248,-2.2516658,-4.1742306,-3.5889385,0.68805534,1.0668528
9722,0.10583683,0.03976159,-0.027665434,-2.2444477,-4.1659484,-3.5994668,0.6693672,1.0660906
9723,0.10587396,0.039776336,-0.027581621,-2.2358603,-4.1706586,-3.5956438,0.68766844,1.0510031
9724,0.1058416,0.039952554,-0.02763521,-2.2288406,-4.1859946,-3.580311,0.6728039,1.0401018
9725,0.10581337,0.039981253,-0.027649539,-2.2343497,-4.1800385,-3.5784414,0.67505676,1.0421879
9726,0.10570931,0.039898306,-0.02768262,-2.2367618,-4.172496,-3.6015434,0.6759872,1.0317876
9727,0.1056819,0.03983122,-0.027702913,-2.2376728,-4.1704836,-3.6114886,0.678832,1.030423
9728,0.10555324,0.04001487,-0.02778134,-2.2324028,-4.17273,-3.6108563,0.6836255,1.0309852
9729,0.1054321,0.03998876,-0.027586926,-2.2251682,-4.1628456,-3.6155949,0.67195094,1.0310812
9730,0.10545359,0.03986895,-0.027532272,-2.2249243,-4.168687,-3.6155307,0.67927855,1.0226427
9731,0.10563429,0.039939005,-0.027499883,-2.2263896,-4.1593013,-3.6281955,0.68264985,1.0186245
9732,0.10576165,0.040042553,-0.027635625,-2.2215633,-4.1765847,-3.621187,0.67126083,0.9853668
9733,0.10574197,0.039964445,-0.027521726,-2.2297962,-4.181657,-3.6192589,0.6701882,0.9974458
9734,0.10569548,0.03974203,-0.027558805,-2.2325733,-4.1877947,-3.6040275,0.6720855,0.9920316
9735,0.10587751,0.03973362,-0.027679553,-2.224363,-4.1962376,-3.5858765,0.6604944,0.98775643
9736,0.10592464,0.039798483,-0.027581058,-2.2212176,-4.190114,-3.5926313,0.645843,0.9933511
9737,0.1059335,0.039782867,-0.027617393,-2.2363153,-4.1904655,-3.5699713,0.6559638,1.0083419
9738,0.10603389,0.039984766,-0.027582759,-2.2405713,-4.186547,-3.5699594,0.6578663,1.0018134
9739,0.105817914,0.039917804,-0.02755427,-2.2617667,-4.1886644,-3.5600257,0.6364054,1.0112934
9740,0.105928324,0.039671782,-0.027664386,-2.2751508,-4.17742,-3.5481434,0.61918026,1.0115875
9741,0.105961144,0.039707135,-0.027640747,-2.2662516,-4.174005,-3.5422754,0.61953104,0.99741864
9742,0.10603641,0.0396907,-0.027658956,-2.26374,-4.1774235,-3.5298963,0.6267288,0.9843323
9743,0.10587469,0.039722867,-0.0276153,-2.2572324,-4.1649575,-3.518601,0.617379,0.98726463
9744,0.1058131,0.039618216,-0.027587563,-2.250925,-4.173216,-3.5368283,0.6279655,0.99352854
9745,0.1056637,0.0397337,-0.027537603,-2.2504184,-4.1852474,-3.539644,0.63277787,1.0018096
9746,0.105601534,0.039708488,-0.027574413,-2.232711,-4.2076507,-3.5413868,0.63056964,1.0253762
9747,0.105497815,0.039572474,-0.027722206,-2.2586176,-4.1944323,-3.539252,0.6233697,1.0162416
9748,0.10524444,0.0396316,-0.027749835,-2.2361774,-4.189076,-3.55192,0.6264645,1.0090412
9749,0.10527856,0.039809383,-0.027803827,-2.2438264,-4.195863,-3.5401323,0.6155528,0.9974057
9750,0.10535833,0.039957643,-0.027767835,-2.2467968,-4.209506,-3.532844,0.620921,1.0187421
9751,0.105276294,0.03989546,-0.027826544,-2.245001,-4.196052,-3.5206861,0.62260485,1.0072768
9752,0.10511081,0.040099606,-0.02786857,-2.2516265,-4.2086735,-3.5282202,0.6083337,1.0065321
9753,0.10530693,0.040133122,-0.027924534,-2.2617726,-4.2051525,-3.5293593,0.60502756,1.0121313
9754,0.105451114,0.040280193,-0.027836313,-2.273651,-4.193387,-3.519971,0.6239723,1.0081662
9755,0.10555648,0.04018428,-0.027747054,-2.2590547,-4.186826,-3.5239713,0.6239367,1.01039
9756,0.10566097,0.040120732,-0.0277069,-2.24897,-4.1877317,-3.5273871,0.61880827,1.0018036
9757,0.105781615,0.04004983,-0.027626459,-2.2449493,-4.188154,-3.5097258,0.6210992,1.0131689
9758,0.10583773,0.03988041,-0.02773705,-2.2284608,-4.196917,-3.5124197,0.61628735,0.99865735
9759,0.10604182,0.039864726,-0.027739955,-2.2288618,-4.2003894,-3.528079,0.61312723,0.99613696
9760,0.10596436,0.039965566,-0.027721845,-2.2106714,-4.1975303,-3.5446165,0.6116975,0.9904889
9761,0.105927914,0.039959375,-0.027676385,-2.227905,-4.199753,-3.5456455,0.6104698,0.99050087
9762,0.10607142,0.040065445,-0.027517855,-2.2367995,-4.198016,-3.5447035,0.60673374,0.9966679
9763,0.105989695,0.04008868,-0.027527329,-2.2411726,-4.208555,-3.5381086,0.6189305,0.9888359
9764,0.105966374,0.039911058,-0.027401939,-2.2426696,-4.216203,-3.5391302,0.6236303,1.0068934
9765,0.105959624,0.03992535,-0.027354702,-2.2477572,-4.2185717,-3.5357132,0.62377656,0.9903099
9766,0.10599883,0.03989733,-0.027267482,-2.2632213,-4.209933,-3.5569654,0.62105834,0.9698509
9767,0.105887696,0.039662726,-0.0272049,-2.261583,-4.1908174,-3.5645642,0.61752176,0.97473645
9768,0.105889015,0.03977915,-0.027251408,-2.2591114,-4.2003117,-3.5746486,0.63482094,0.9766628
9769,0.10591496,0.03996733,-0.027136482,-2.2443283,-4.1924376,-3.582211,0.6404015,0.975159
9770,0.10590284,0.03987738,-0.027030872,-2.258691,-4.198253,-3.569426,0.6401458,0.963114
9771,0.10580661,0.0399107,-0.026915077,-2.2578564,-4.192315,-3.5713618,0.6474056,0.96807647
9772,0.105828434,0.039825726,-0.026819447,-2.2713158,-4.168406,-3.5665486,0.6455625,0.94179827
9773,0.10594324,0.039908398,-0.026891109,-2.260613,-4.164044,-3.5768628,0.64058435,0.9445457
9774,0.10592556,0.039834604,-0.02684173,-2.2779438,-4.180944,-3.5767515,0.63644576,0.9554827
9775,0.105923176,0.039595094,-0.02672769,-2.2813601,-4.190253,-3.5763326,0.63014716,0.9577853
9776,0.105818056,0.03971171,-0.026515897,-2.2942452,-4.192065,-3.5943286,0.6241026,0.9633802
9777,0.10600706,0.039781358,-0.026422098,-2.2939415,-4.180899,-3.6046689,0.64662904,0.973462
9778,0.10600832,0.03990709,-0.02651441,-2.2941115,-4.1690927,-3.5912855,0.6410936,0.9742773
9779,0.1061692,0.039851397,-0.026464997,-2.291493,-4.16005,-3.608184,0.6294008,0.9663198
9780,0.10633852,0.039852057,-0.026453558,-2.3051596,-4.144055,-3.6197183,0.6168853,0.95169955
9781,0.10636296,0.039873417,-0.0265104,-2.308059,-4.146511,-3.6282344,0.6311048,0.9437437
9782,0.106497265,0.03990015,-0.026740313,-2.334977,-4.1552086,-3.6364286,0.6307259,0.9408272
9783,0.10654946,0.039993946,-0.026813827,-2.3275828,-4.15969,-3.6661162,0.6477328,0.9458844
9784,0.106657244,0.039975163,-0.026746802,-2.30067,-4.155941,-3.6571734,0.6343289,0.9554522
9785,0.10652356,0.03979827,-0.026656576,-2.3248758,-4.1598163,-3.6316116,0.63263106,0.9522819
9786,0.10643397,0.03984661,-0.0267432,-2.3168898,-4.146633,-3.61211,0.6215088,0.9760447
9787,0.106425144,0.03993474,-0.02678578,-2.3193395,-4.1632648,-3.6029534,0.6157592,0.9850721
9788,0.106359586,0.039738305,-0.02674978,-2.3163748,-4.156641,-3.5940623,0.60435575,0.9861104
9789,0.106465235,0.039698727,-0.026714614,-2.3155618,-4.1382217,-3.606872,0.6104799,0.9887356
9790,0.10649324,0.039737683,-0.026755566,-2.3094575,-4.1315384,-3.5913186,0.6251157,0.9922934
9791,0.10661498,0.039800305,-0.026779855,-2.3143685,-4.132908,-3.5840027,0.61200666,0.98447496
9792,0.106506184,0.039823484,-0.026712198,-2.3045824,-4.134858,-3.576403,0.62349474,0.99384314
9793,0.106438324,0.03966981,-0.026710015,-2.3048058,-4.1197453,-3.5664377,0.6116184,0.98684394
9794,0.10647462,0.039748624,-0.026484733,-2.3090498,-4.1316,-3.5711195,0.6236109,0.9883202
9795,0.10649161,0.03965904,-0.026434476,-2.3303974,-4.1336865,-3.5545876,0.6256775,0.988571
9796,0.106560454,0.039582297,-0.026286853,-2.3283575,-4.147312,-3.5574696,0.64368117,0.9757555
9797,0.10647174,0.039568953,-0.026274627,-2.3314533,-4.1556153,-3.5655725,0.6514679,0.9705468
9798,0.106432624,0.039590035,-0.026361022,-2.346604,-4.1700025,-3.561088,0.6516907,0.9610591
9799,0.10650267,0.03959652,-0.02631672,-2.3547058,-4.178321,-3.5578516,0.6544522,0.9417527
9800,0.106622964,0.0397749,-0.026183555,-2.3588948,-4.17746,-3.5304105,0.64576876,0.9464383
9801,0.10661403,0.039598424,-0.026301533,-2.3572774,-4.1885104,-3.5393777,0.6490872,0.94179636
9802,0.10647247,0.03957915,-0.026224144,-2.360712,-4.1889296,-3.535739,0.6289686,0.945426
9803,0.10676477,0.039389644,-0.026069129,-2.3629298,-4.195697,-3.5307255,0.6223872,0.96682376
9804,0.10662747,0.039391484,-0.025998827,-2.3483627,-4.1945376,-3.5329704,0.6146823,0.9716319
9805,0.106790006,0.039484367,-0.025910653,-2.3577557,-4.1849675,-3.5484536,0.6253535,0.9561048
9806,0.10676206,0.03947249,-0.025737489,-2.3591728,-4.189776,-3.5453713,0.6394877,0.9666101
9807,0.106774524,0.039414357,-0.025748169,-2.343149,-4.1867733,-3.5378408,0.63215363,0.96827346
9808,0.106713,0.03940496,-0.025565108,-2.3432915,-4.195548,-3.54546,0.64064693,0.9546943
9809,0.10658056,0.03920519,-0.025536958,-2.333856,-4.198138,-3.532211,0.6419444,0.9482113
9810,0.10670444,0.03922413,-0.025431704,-2.3431594,-4.2117596,-3.5476031,0.6386596,0.9660811
9811,0.10664982,0.03931773,-0.025607288,-2.3286557,-4.1979823,-3.5274649,0.6480736,0.9653606
9812,0.10674509,0.03922391,-0.025618952,-2.3371985,-4.204987,-3.5295115,0.6608136,0.9706048
9813,0.10670175,0.039169,-0.02562009,-2.3286586,-4.202023,-3.533719,0.65930176,0.9628166
9814,0.10672083,0.039256275,-0.025684578,-2.3241687,-4.20199,-3.5446985,0.6600171,0.9679967
9815,0.106672764,0.039340477,-0.02560083,-2.3202562,-4.202127,-3.557445,0.6452427,0.9646607
9816,0.10677706,0.039313894,-0.025429115,-2.3068724,-4.1957164,-3.564466,0.64400834,0.96387327
9817,0.106836185,0.039244056,-0.025337989,-2.3064697,-4.2014437,-3.5579028,0.6438723,0.9664246
9818,0.106790796,0.03913934,-0.025341852,-2.3078246,-4.202632,-3.5552528,0.6510035,0.9535452
9819,0.10685375,0.039275203,-0.025296587,-2.303414,-4.2157006,-3.5581949,0.6569468,0.95445436
9820,0.10692662,0.03927351,-0.025348399,-2.3072093,-4.2063813,-3.567946,0.6387771,0.96677035
9821,0.10688609,0.03925356,-0.025272744,-2.2998579,-4.2009835,-3.5676508,0.6229998,0.96046305
9822,0.10707278,0.03916743,-0.02523289,-2.300065,-4.1967807,-3.5624204,0.62097967,0.9526434
9823,0.10707122,0.03926226,-0.025246833,-2.2946713,-4.198727,-3.5636065,0.6116161,0.94605416
9824,0.10728643,0.03927779,-0.02527823,-2.2939003,-4.186627,-3.5597968,0.60338044,0.9533781
9825,0.107207306,0.039346654,-0.025261933,-2.3055282,-4.1893415,-3.5592973,0.6059611,0.9434134
9826,0.10721015,0.039200936,-0.025327114,-2.3086197,-4.200681,-3.5617213,0.59245926,0.9480197
9827,0.10721326,0.039095055,-0.025425034,-2.3028429,-4.2144737,-3.566733,0.57943976,0.9440857
9828,0.10725908,0.038970128,-0.025480308,-2.3006558,-4.2156506,-3.5737426,0.5654467,0.943729
9829,0.10702454,0.03889295,-0.025441263,-2.296788,-4.2178345,-3.5579736,0.562979,0.95955604
9830,0.10706917,0.03877857,-0.025411172,-2.2926753,-4.2222047,-3.5649297,0.57874537,0.9670731
9831,0.107112855,0.03873159,-0.025648516,-2.2833488,-4.2250223,-3.5777144,0.5805913,0.9588299
9832,0.10709284,0.038804658,-0.025697486,-2.2756658,-4.2192364,-3.5910864,0.5741887,0.98598385
9833,0.10704879,0.038969643,-0.02553688,-2.2898264,-4.224434,-3.5804243,0.5491639,0.99634403
9834,0.107179075,0.03901299,-0.025551673,-2.2891245,-4.2418194,-3.56786,0.552053,0.9956555
9835,0.10713152,0.038980994,-0.025513094,-2.2869995,-4.231973,-3.552828,0.55994475,0.9922569
9836,0.107228085,0.039001487,-0.025482573,-2.287549,-4.239372,-3.566922,0.5574545,0.98464894
9837,0.10719215,0.039071087,-0.025501128,-2.300661,-4.243366,-3.5804148,0.5615653,0.98947406
9838,0.10724932,0.038991235,-0.025522584,-2.3238423,-4.240612,-3.582813,0.55610037,0.9885101
9839,0.10716872,0.039225962,-0.025395453,-2.3044095,-4.258532,-3.5939512,0.5574914,0.99530596
9840,0.10712954,0.039280616,-0.02550528,-2.3044865,-4.262725,-3.603953,0.5539636,1.0102235
